,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.167098445596,0.427152317881,0.334196891192,0.854304635762,1385.3985585,0.139896373057,0.35761589404,0.279792746114,0.715231788079,3201.53040782,0.139896373057,0.35761589404,0.279792746114,0.715231788079,1478.29625178,0.139896373057,0.35761589404,0.279792746114,0.715231788079,1725.83751682,0.137903767841,-0.194734338715,-0.318776775782,-0.00863615503359,-0.179063741579,0.22125713111,0.172529313233,0.0711111111111,0.180904522613,0.48
1,0.210743801653,0.319672131148,0.421487603306,0.639344262295,1734.33872525,0.214876033058,0.319672131148,0.429752066116,0.639344262295,1411.15874761,0.177685950413,0.254098360656,0.355371900826,0.508196721311,802.783432867,0.177685950413,0.264344262295,0.355371900826,0.52868852459,3135.49046561,0.193143220194,0.016008645171,-0.128928283642,0.356652403224,0.04462714336,0.013141809291,0.151515151515,0.0,0.217171717172,0.298611111111
2,0.255952380952,0.427152317881,0.511904761905,0.854304635762,101.144437568,0.214285714286,0.354304635762,0.428571428571,0.708609271523,385.102855275,0.214285714286,0.35761589404,0.428571428571,0.715231788079,210.038060787,0.178571428571,0.294701986755,0.357142857143,0.58940397351,251.003822095,0.0851100017859,0.076390085256,-0.105293542231,0.403086757503,0.19921801012,0.335258470228,0.0375,0.055900621118,0.28125,0.414596273292
3,0.0682967959528,0.346153846154,0.136593591906,0.692307692308,2423.70838755,0.0910623946037,0.346153846154,0.182124789207,0.692307692308,1975.70348001,0.0910623946037,0.346153846154,0.182124789207,0.692307692308,1383.24685853,0.0910623946037,0.346153846154,0.182124789207,0.692307692308,1783.55702103,-0.323223457513,-0.473176780201,-0.661600728195,0.00426862769959,-0.275570866742,-0.0693612188149,0.0,0.146699266504,0.175040518639,0.264058679707
4,0.231433506045,0.5,0.46286701209,1.0,2057.61784293,0.279792746114,0.5,0.559585492228,1.0,2299.24969793,0.230569948187,0.375806451613,0.461139896373,0.751612903226,1504.59568573,0.277202072539,0.5,0.554404145078,1.0,1997.77600261,0.523076923077,0.0944853628444,0.0189655172414,0.333368610435,0.256310679612,0.477750353889,0.0,0.0,0.517741935484,0.798969072165
5,0.2225,0.318396226415,0.445,0.63679245283,448.627507693,0.155,0.219339622642,0.31,0.438679245283,843.46692096,0.1075,0.152122641509,0.215,0.304245283019,3852.67878099,0.1075,0.152122641509,0.215,0.304245283019,572.514724776,0.309523519747,0.0,0.0575505575506,0.0841502414146,0.358218335123,0.1393514461,0.323911382735,0.120689655172,0.0985485103132,0.148275862069
6,0.120033112583,0.306539509537,0.240066225166,0.613079019074,194.397767957,0.217715231788,0.363760217984,0.435430463576,0.727520435967,156.738457634,0.26821192053,0.422343324251,0.53642384106,0.844686648501,210.875898345,0.26821192053,0.441416893733,0.53642384106,0.882833787466,217.047724293,0.370225579798,0.036698240866,-0.179296053995,0.205820432567,-0.0231289427481,0.292278837137,0.0,0.0,0.526829268293,0.79217603912
7,0.165745856354,0.449275362319,0.331491712707,0.898550724638,819.34272668,0.256906077348,0.449275362319,0.513812154696,0.898550724638,876.362871109,0.256906077348,0.449275362319,0.513812154696,0.898550724638,1603.41120961,0.256906077348,0.449275362319,0.513812154696,0.898550724638,1996.32071337,0.311503779944,0.0,-0.14178003606,0.378496107224,0.168398543219,0.514530728919,0.0,0.0,0.375,0.567073170732
8,0.198529411765,0.27,0.397058823529,0.54,719.528575579,0.237132352941,0.3225,0.474264705882,0.645,918.120474335,0.198529411765,0.27,0.397058823529,0.54,862.764788382,0.198529411765,0.27,0.397058823529,0.54,712.699013361,0.171530915456,-0.122428629464,-0.123723125714,0.0457832200865,0.104794441672,0.0812212767894,0.18,0.16,0.24,0.36
9,0.124423963134,0.246575342466,0.248847926267,0.493150684932,2121.07338761,0.124423963134,0.246575342466,0.248847926267,0.493150684932,1519.68205405,0.214285714286,0.424657534247,0.428571428571,0.849315068493,1862.3379369,0.214285714286,0.424657534247,0.428571428571,0.849315068493,2340.49588159,0.47617568491,0.0616360752323,-0.218071967421,0.128100168553,-0.165181753386,0.035872978257,0.1578125,0.0374707259953,0.290625,0.435597189696
