,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.244712990937,0.408396946565,0.489425981873,0.81679389313,194.419392538,0.228096676737,0.412213740458,0.456193353474,0.824427480916,287.470139195,-0.0417728087555,0.0894085281981,0.126849894292,0.415405777166,0.684989429175
1,0.317647058824,0.40332326284,0.635294117647,0.80664652568,162.370780917,0.377647058824,0.489425981873,0.755294117647,0.978851963746,150.274494985,0.326027930078,0.140718562874,0.0708661417323,0.480538922156,0.637795275591
2,0.221957040573,0.5,0.443914081146,1.0,370.951457509,0.1861575179,0.41935483871,0.3723150358,0.838709677419,815.98215385,-0.166764500349,0.0208333333333,0.0242214532872,0.325,0.539792387543
3,0.384892086331,0.5,0.769784172662,1.0,513.874024442,0.312949640288,0.435483870968,0.625899280576,0.870967741935,328.92255023,0.356584600263,0.321951219512,0.0,0.424390243902,0.660146699267
4,0.319944598338,0.5,0.639889196676,1.0,228.037658417,0.268005540166,0.416129032258,0.536011080332,0.832258064516,331.003215181,0.156847883072,0.144474034621,0.206586826347,0.257656458056,0.38622754491
5,0.375,0.435810810811,0.75,0.871621621622,116.532477658,0.375,0.435810810811,0.75,0.871621621622,143.509606405,0.398074842472,0.453416149068,0.186781609195,0.400621118012,0.556034482759
6,0.402203856749,0.5,0.804407713499,1.0,241.931578968,0.404958677686,0.5,0.809917355372,1.0,254.869468436,0.614855570839,0.0,0.0902654867257,0.809917355372,0.909734513274
7,0.217905405405,0.286666666667,0.435810810811,0.573333333333,2607.21271354,0.380067567568,0.5,0.760135135135,1.0,1673.59369567,0.127184691407,0.158064516129,0.062015503876,0.362903225806,0.581395348837
8,0.27597955707,0.5,0.55195911414,1.0,396.302330573,0.27597955707,0.5,0.55195911414,1.0,426.743378102,0.105442176871,0.119302949062,0.179104477612,0.434316353887,0.690831556503
9,0.224848484848,0.5,0.449696969697,1.0,929.67200918,0.234545454545,0.438775510204,0.469090909091,0.877551020408,651.831559523,-0.0751902659025,0.0,0.26254180602,0.43,0.647157190635
10,0.237082066869,0.475155279503,0.474164133739,0.950310559006,4050.46915571,0.237082066869,0.484472049689,0.474164133739,0.968944099379,3044.05685637,-0.0465524984867,0.227336122734,0.275510204082,0.217573221757,0.530612244898
11,0.3,0.5,0.6,1.0,759.946373858,0.208064516129,0.346774193548,0.416129032258,0.693548387097,1198.686133,0.0152674744074,0.306818181818,0.25641025641,0.244318181818,0.367521367521
12,0.25,0.5,0.5,1.0,663.553320855,0.206730769231,0.413461538462,0.413461538462,0.826923076923,864.923048623,-0.0752298070289,0.212727272727,0.0657142857143,0.234545454545,0.368571428571
13,0.292165898618,0.46265560166,0.584331797235,0.92531120332,73.4126073213,0.257142857143,0.385892116183,0.514285714286,0.771784232365,178.238802277,0.0798078991383,0.0,0.0290237467018,0.490333919156,0.736147757256
14,0.155518394649,0.413333333333,0.311036789298,0.826666666667,1592.74559349,0.188127090301,0.5,0.376254180602,1.0,1196.79086529,-0.287866122638,0.0453172205438,0.207221350078,0.226586102719,0.353218210361
15,0.263265306122,0.413461538462,0.526530612245,0.826923076923,1356.2894019,0.318367346939,0.5,0.636734693878,1.0,1580.12756857,0.147160330213,0.173109243697,0.212871287129,0.26218487395,0.386138613861
16,0.121935483871,0.244186046512,0.243870967742,0.488372093023,514.394855927,0.249677419355,0.5,0.49935483871,1.0,1378.10688502,-0.167748724717,0.0625,0.103004291845,0.3779296875,0.55364806867
17,0.304,0.346666666667,0.608,0.693333333333,1116.36326492,0.444,0.5,0.888,1.0,857.559948792,0.358159652517,0.0,0.0254777070064,0.888,0.716560509554
18,0.28466796875,0.459635416667,0.5693359375,0.919270833333,24.3546884571,0.40380859375,0.5,0.8076171875,1.0,20.5092649933,0.352583919558,0.0,0.0,0.8076171875,1.0
19,0.236725663717,0.421875,0.473451327434,0.84375,872.110360062,0.182890855457,0.372395833333,0.365781710914,0.744791666667,54.504624252,-0.122195694541,0.246666666667,0.0,0.275555555556,0.476666666667
20,0.312984496124,0.463730569948,0.625968992248,0.927461139896,168.170961124,0.391472868217,0.5,0.782945736434,1.0,147.216639771,0.386446839949,0.0,0.00258397932817,0.782945736434,0.997416020672
21,0.341520467836,0.313789868668,0.683040935673,0.627579737336,81.072081618,0.389473684211,0.313789868668,0.778947368421,0.627579737336,99.2759463358,0.147944800556,0.0,0.119047619048,0.74,0.530952380952
22,0.321428571429,0.436507936508,0.642857142857,0.873015873016,1004.50491278,0.5,0.5,1.0,1.0,1261.73273791,0.562887455794,0.0,0.0,1.0,1.0
23,0.238007380074,0.364406779661,0.476014760148,0.728813559322,1218.47562435,0.223247232472,0.440677966102,0.446494464945,0.881355932203,1604.39300487,-0.0570173144322,0.301546391753,0.152941176471,0.311855670103,0.458823529412
24,0.418918918919,0.432917316693,0.837837837838,0.865834633385,231.017399508,0.349099099099,0.340093603744,0.698198198198,0.680187207488,632.117438504,0.32320441989,0.146739130435,0.00311041990669,0.505434782609,0.678071539658
25,0.172413793103,0.392441860465,0.344827586207,0.78488372093,1321.66224022,0.206896551724,0.470930232558,0.413793103448,0.941860465116,3823.5883821,-0.208562058571,0.0246153846154,0.0545702592087,0.332307692308,0.442019099591
26,0.363275039746,0.337445573295,0.726550079491,0.674891146589,761.178393661,0.369634340223,0.337445573295,0.739268680445,0.674891146589,575.950229484,0.19794344473,0.0,0.0481481481481,0.649441340782,0.430555555556
27,0.327272727273,0.5,0.654545454545,1.0,153.54094304,0.227272727273,0.347222222222,0.454545454545,0.694444444444,41.7671458765,0.0861573011901,0.104333868379,0.0867469879518,0.361155698234,0.542168674699
28,0.3359375,0.358333333333,0.671875,0.716666666667,1558.05912931,0.40625,0.433333333333,0.8125,0.866666666667,1240.48171834,0.315466202311,0.0474308300395,0.0552763819095,0.616600790514,0.78391959799
29,0.347396768402,0.5,0.694793536804,1.0,402.677061227,0.288150807899,0.442434210526,0.576301615799,0.884868421053,446.67524757,0.249878226985,0.0307692307692,0.00327868852459,0.448951048951,0.881967213115
30,0.316011235955,0.497787610619,0.63202247191,0.995575221239,357.241350483,0.261235955056,0.41814159292,0.522471910112,0.836283185841,551.926441306,0.139222856542,0.236340533672,0.0406779661017,0.236340533672,0.320338983051
31,0.237279843444,0.48569023569,0.474559686888,0.97138047138,13.519669069,0.24217221135,0.469696969697,0.484344422701,0.939393939394,36.23524398,-0.0382877838158,0.0,0.12389380531,0.484344422701,0.823008849558
32,0.293375394322,0.449275362319,0.586750788644,0.898550724638,1364.11197341,0.293375394322,0.449275362319,0.586750788644,0.898550724638,1965.97809542,0.153293097193,0.307692307692,0.262376237624,0.204395604396,0.306930693069
33,0.28125,0.375,0.5625,0.75,1601.62856818,0.28125,0.375,0.5625,0.75,1406.28730797,0.0831927793226,0.27323943662,0.176,0.304225352113,0.216
